Rank,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
699,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30,1994,18.1,6,50,20,40,2.77,1.11,0.1,0.25,17.7,6,1,2,7.8,6.2,0.12,-1.8,-1.2
700,Ondrej Duda,SVK,MF,Hellas Verona,Serie A,30,1994,13.9,0,13,2,15.4,0.94,0.14,0,0,27.4,1,0,0,0.5,0.5,0.04,-0.5,-0.5
701,Denzel Dumfries,NED,"DF,FW",Inter,Serie A,28,1996,12.8,6,24,14,58.3,1.87,1.09,0.25,0.43,10.2,0,0,0,4,4,0.17,2,2
702,Alfred Duncan,GHA,MF,Venezia,Serie A,31,1993,8.8,0,11,3,27.3,1.25,0.34,0,0,23.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7
703,Lewis Dunk,ENG,DF,Brighton,Premier League,33,1991,16.4,0,10,2,20,0.61,0.12,0,0,13.4,1,0,0,0.7,0.7,0.07,-0.7,-0.7
704,Jhon Durán,COL,FW,Aston Villa,Premier League,21,2003,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0,0,0,4.9,4.9,0.16,2.1,2.1
705,Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23,2001,6,3,10,3,30,1.67,0.5,0.3,1,15.4,0,0,0,1.3,1.3,0.13,1.7,1.7
706,Julien Duranville,BEL,"MF,FW",Dortmund,Bundesliga,18,2006,1.9,0,2,0,0,1.07,0,0,0,19,0,0,0,0.1,0.1,0.03,-0.1,-0.1
707,Hugo Duro,ESP,FW,Valencia,La Liga,25,1999,16.4,7,30,11,36.7,1.83,0.67,0.23,0.64,11.6,1,0,0,5.3,5.3,0.18,1.7,1.7
708,Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27,1997,6,0,4,0,0,0.67,0,0,0,17,0,0,0,0.3,0.3,0.07,-0.3,-0.3
709,Paulo Dybala,ARG,"FW,MF",Roma,Serie A,31,1993,13.4,5,43,13,30.2,3.2,0.97,0.07,0.23,20.7,6,2,2,5.4,3.8,0.09,-0.4,-0.8
710,Stefan Džodić,SRB,"DF,MF",Montpellier,Ligue 1,19,2005,2.1,0,2,0,0,0.95,0,0,0,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
711,Adam Dźwigała,POL,"DF,MF",St. Pauli,Bundesliga,29,1995,1.4,0,4,0,0,2.79,0,0,0,10.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
712,Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26,1998,16,0,13,1,7.7,0.81,0.06,0,0,22,0,0,0,0.9,0.9,0.07,-0.9,-0.9
713,Enzo Ebosse,CMR,DF,Udinese,Serie A,25,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,Ederson,BRA,GK,Manchester City,Premier League,31,1993,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Éderson,BRA,MF,Atalanta,Serie A,25,1999,20.8,2,23,9,39.1,1.11,0.43,0.09,0.22,17.7,0,0,0,2.4,2.4,0.11,-0.4,-0.4
716,George Edmundson,ENG,DF,Ipswich Town,Premier League,27,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,27,1998,1.3,0,5,1,20,3.91,0.78,0,0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
718,Odsonne Édouard,FRA,FW,Leicester City,Premier League,27,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,22,2003,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Ronnie Edwards,ENG,DF,Southampton,Premier League,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26,1998,15.3,3,30,9,30,1.96,0.59,0.07,0.22,15.8,0,1,2,4.2,2.6,0.09,-1.2,-0.6
722,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,28,1996,17.2,0,16,5,31.3,0.93,0.29,0,0,21.5,0,0,0,1,1,0.06,-1,-1
723,Kingsley Ehizibue,NED,DF,Udinese,Serie A,29,1995,17.8,0,10,3,30,0.56,0.17,0,0,14.1,0,0,0,1.1,1.1,0.11,-1.1,-1.1
724,Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,27,1998,6.5,1,13,5,38.5,2.01,0.77,0.08,0.2,18.9,0,0,0,0.7,0.7,0.06,0.3,0.3
725,Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,18,2006,4.9,1,9,3,33.3,1.82,0.61,0.11,0.33,16.2,0,0,0,1.3,1.3,0.14,-0.3,-0.3
726,Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22,2002,14.7,11,59,24,40.7,4,1.63,0.17,0.42,15.1,0,1,1,11.9,11.1,0.19,-0.9,-1.1
727,Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24,2000,9.5,0,10,3,30,1.05,0.32,0,0,16.9,0,0,0,0.9,0.9,0.09,-0.9,-0.9
728,Jacques Ekomie,GAB,DF,Angers,Ligue 1,21,2003,3.5,0,1,0,0,0.28,0,0,0,15.3,0,0,0,0,0,0.02,0,0
729,Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22,2002,2.1,0,4,1,25,1.94,0.48,0,0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
730,Caleb Ekuban,GHA,FW,Genoa,Serie A,30,1994,3,1,12,4,33.3,3.96,1.32,0.08,0.25,12.9,0,0,0,1.6,1.6,0.13,-0.6,-0.6
731,Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,23,2002,14.6,0,5,1,20,0.34,0.07,0,0,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
732,Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,22,2002,15.2,3,26,12,46.2,1.71,0.79,0.12,0.25,17.5,4,0,0,2.4,2.4,0.09,0.6,0.6
733,Mikael Ellertsson,ISL,"DF,MF",Venezia,Serie A,22,2002,16.1,2,14,3,21.4,0.87,0.19,0.14,0.67,18.1,0,0,0,0.9,0.9,0.07,1.1,1.1
734,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,21,2003,0.9,0,2,0,0,2.2,0,0,0,13.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
735,Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,25,1999,0.5,0,2,0,0,4.09,0,0,0,10.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3
736,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30,1994,4.9,0,2,0,0,0.41,0,0,0,7,0,0,0,0.3,0.3,0.17,-0.3,-0.3
737,Nico Elvedi,SUI,DF,Gladbach,Bundesliga,28,1996,12.5,1,7,3,42.9,0.56,0.24,0.14,0.33,8.3,0,0,0,1.5,1.5,0.23,-0.5,-0.5
738,Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32,1992,11.9,1,24,7,29.2,2.02,0.59,0.04,0.14,21.4,1,0,0,1.3,1.3,0.06,-0.3,-0.3
739,Breel Embolo,SUI,FW,Monaco,Ligue 1,27,1997,10.2,4,31,10,32.3,3.03,0.98,0.13,0.4,10.5,0,0,0,7.6,7.6,0.24,-3.6,-3.6
740,Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21,2003,12.6,8,30,22,73.3,2.38,1.75,0.27,0.36,12.5,0,0,0,8.9,8.9,0.3,-0.9,-0.9
741,Emerson,BRA,DF,Milan,Serie A,26,1999,15.3,0,10,2,20,0.65,0.13,0,0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
742,Yunus Emre Konak,TUR,"MF,FW",Brentford,Premier League,19,2006,0.2,0,1,0,0,4.29,0,0,0,21.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2
743,Julio Enciso,PAR,MF,Ipswich Town,Premier League,21,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Julio Enciso,PAR,"MF,FW",Brighton,Premier League,21,2004,3.3,0,20,11,55,6.12,3.37,0,0,21.3,1,0,0,1,1,0.05,-1,-1
745,Wataru Endo,JPN,MF,Liverpool,Premier League,31,1993,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Endrick,BRA,FW,Real Madrid,La Liga,18,2006,1.1,1,11,4,36.4,10,3.64,0.09,0.25,17.8,0,0,0,0.8,0.8,0.07,0.2,0.2
747,Yannik Engelhardt,GER,"MF,DF",Como,Serie A,23,2001,10.5,1,8,2,25,0.76,0.19,0.13,0.5,13.7,0,0,0,0.6,0.6,0.07,0.4,0.4
748,Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,21,2003,0.9,0,3,1,33.3,3.42,1.14,0,0,13.1,0,0,0,0.4,0.4,0.14,-0.4,-0.4
749,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32,1992,7,0,3,0,0,0.43,0,0,0,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
750,Martin Erlic,CRO,DF,Bologna,Serie A,27,1998,2.5,0,4,0,0,1.61,0,0,0,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
751,Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,30,1995,9.2,1,8,1,12.5,0.87,0.11,0.13,1,10,0,0,0,0.9,0.9,0.11,0.1,0.1
752,Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,33,1992,4.4,0,6,2,33.3,1.36,0.45,0,0,25.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
753,Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22,2002,13.4,8,37,15,40.5,2.75,1.12,0.19,0.47,18.5,5,1,2,4.7,3.1,0.08,3.3,3.9
754,Romain Esse,ENG,MF,Crystal Palace,Premier League,19,2005,0.1,1,1,1,100,12.86,12.86,1,1,2.8,0,0,0,0.3,0.3,0.32,0.7,0.7
755,Samuel Essende,COD,FW,Augsburg,Bundesliga,27,1998,11,5,26,10,38.5,2.35,0.91,0.19,0.5,13.7,0,0,0,2.6,2.6,0.1,2.4,2.4
756,Dario Essugo,POR,MF,Las Palmas,La Liga,19,2005,12.2,1,13,3,23.1,1.06,0.25,0.08,0.33,27.8,0,0,0,0.3,0.3,0.02,0.7,0.7
757,Nahuel Estévez,ARG,MF,Parma,Serie A,29,1995,4,0,4,1,25,1.01,0.25,0,0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
758,Pervis Estupiñán,ECU,DF,Brighton,Premier League,27,1998,15.7,0,14,4,28.6,0.89,0.25,0,0,25.5,2,0,0,0.6,0.6,0.04,-0.6,-0.6
759,Evanilson,BRA,FW,Bournemouth,Premier League,25,1999,15.2,5,42,20,47.6,2.76,1.31,0.12,0.25,13.5,0,0,1,6.6,5.8,0.14,-1.6,-0.8
760,Jonny Evans,NIR,DF,Manchester Utd,Premier League,37,1988,3.2,0,1,0,0,0.31,0,0,0,8.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
761,Edu Expósito,ESP,MF,Espanyol,La Liga,28,1996,1.1,0,4,0,0,3.71,0,0,0,22.3,1,0,0,0.1,0.1,0.02,-0.1,-0.1
762,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26,1998,17.6,2,65,19,29.2,3.7,1.08,0.03,0.11,20.9,10,0,0,4.9,4.9,0.08,-2.9,-2.9
763,Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,23,2001,16.5,1,46,16,34.8,2.79,0.97,0.02,0.06,15.7,1,0,1,6.9,6.1,0.13,-5.9,-5.1
764,Giovanni Fabbian,ITA,MF,Bologna,Serie A,22,2003,6.5,1,14,3,21.4,2.17,0.46,0.07,0.33,12.3,0,0,0,1,1,0.07,0,0
765,Łukasz Fabiański,POL,GK,West Ham,Premier League,39,1985,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Alieu Fadera,GAM,"FW,DF",Como,Serie A,23,2001,16.9,1,26,9,34.6,1.54,0.53,0.04,0.11,19,0,0,0,1.6,1.6,0.06,-0.6,-0.6
767,Wout Faes,BEL,DF,Leicester City,Premier League,26,1998,17.3,1,8,1,12.5,0.46,0.06,0.13,1,8.7,0,0,0,1.1,1.1,0.13,-0.1,-0.1
768,Nicolò Fagioli,ITA,MF,Juventus,Serie A,23,2001,6.3,0,12,1,8.3,1.89,0.16,0,0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
769,Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,1998,6.5,2,10,4,40,1.53,0.61,0.1,0.25,16.7,0,1,1,1.7,0.9,0.09,0.3,0.1
770,Wladimiro Falcone,ITA,GK,Lecce,Serie A,29,1995,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Davide Faraoni,ITA,"DF,MF",Hellas Verona,Serie A,33,1991,1.5,0,1,0,0,0.66,0,0,0,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
772,Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20,2004,6.4,0,13,5,38.5,2.02,0.78,0,0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
773,Ansu Fati,ESP,FW,Barcelona,La Liga,22,2002,1.4,0,5,3,60,3.54,2.13,0,0,14,0,0,0,0.6,0.6,0.12,-0.6,-0.6
774,Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20,2004,4.6,0,4,1,25,0.87,0.22,0,0,20.4,0,0,0,0.7,0.7,0.17,-0.7,-0.7
775,Jacopo Fazzini,ITA,"MF,FW",Empoli,Serie A,21,2003,8.5,0,11,3,27.3,1.29,0.35,0,0,17.8,1,0,0,0.8,0.8,0.07,-0.8,-0.8
776,Peter Federico,DOM,"MF,FW",Getafe,La Liga,22,2002,3.7,0,6,1,16.7,1.62,0.27,0,0,20,1,0,0,0.3,0.3,0.05,-0.3,-0.3
777,Nabil Fekir,FRA,MF,Betis,La Liga,31,1993,2,0,7,1,14.3,3.5,0.5,0,0,23.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7
778,Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,23,2001,5.6,0,6,3,50,1.07,0.53,0,0,12.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
779,João Félix,POR,"FW,MF",Chelsea,Premier League,25,1999,4.1,1,20,5,25,4.88,1.22,0.05,0.2,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2
780,Kiko Femenía,ESP,DF,Villarreal,La Liga,33,1991,18.2,0,3,0,0,0.17,0,0,0,24.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4
781,Evan Ferguson,IRL,FW,Brighton,Premier League,20,2004,2.5,1,7,2,28.6,2.76,0.79,0.14,0.5,19.2,1,0,0,0.5,0.5,0.08,0.5,0.5
782,Lewis Ferguson,SCO,MF,Bologna,Serie A,25,1999,3.6,1,1,1,100,0.28,0.28,0,0,41.5,0,1,1,0.8,0,0.02,0.2,0
783,Zinedine Ferhat,ALG,FW,Angers,Ligue 1,31,1993,3.6,2,9,4,44.4,2.48,1.1,0.22,0.5,20.4,1,0,0,1.3,1.3,0.14,0.7,0.7
784,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,30,1994,20.4,5,59,14,23.7,2.89,0.69,0.03,0.14,20.9,7,3,3,7.6,5.3,0.09,-2.6,-3.3
785,Edimilson Fernandes,SUI,MF,Brest,Ligue 1,28,1996,7.8,0,8,2,25,1.03,0.26,0,0,21.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
786,Mateus Fernandes,POR,MF,Southampton,Premier League,20,2004,18.3,1,25,10,40,1.36,0.55,0.04,0.1,16.4,3,0,0,3.1,3.1,0.12,-2.1,-2.1
787,Álvaro Fernández,ESP,GK,Sevilla,La Liga,26,1998,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Enzo Fernández,ARG,MF,Chelsea,Premier League,24,2001,17.8,3,25,9,36,1.4,0.51,0.12,0.33,18.4,2,0,0,2.3,2.3,0.09,0.7,0.7
789,Roberto Férnandez,ESP,FW,Espanyol,La Liga,22,2002,1.1,1,1,1,100,0.9,0.9,1,1,4.9,0,0,0,0.4,0.4,0.43,0.6,0.6
790,Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,25,1999,2.6,2,3,3,100,1.17,1.17,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,1.2,1.2
791,Matias Fernandez-Pardo,BEL,FW,Lille,Ligue 1,19,2005,4.9,1,4,2,50,0.82,0.41,0.25,0.5,20.4,0,0,0,0.2,0.2,0.05,0.8,0.8
792,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32,1992,10.7,0,8,2,25,0.74,0.19,0,0,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
793,Karol Fila,POL,MF,Strasbourg,Ligue 1,26,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,24,2000,15.2,0,3,0,0,0.2,0,0,0,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
795,Mark Flekken,NED,GK,Brentford,Premier League,31,1993,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Mateo Flores,ESP,MF,Betis,La Liga,20,2004,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24,2000,14.4,7,45,14,31.1,3.13,0.97,0.16,0.5,18.1,1,0,0,4.6,4.6,0.1,2.4,2.4
798,Malick Fofana,BEL,"FW,MF",Lyon,Ligue 1,19,2005,11.2,3,22,12,54.5,1.97,1.08,0.14,0.25,13.8,0,0,0,2.7,2.7,0.12,0.3,0.3
799,Seko Fofana,CIV,MF,Rennes,Ligue 1,29,1995,2.8,0,5,0,0,1.79,0,0,0,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
800,Wesley Fofana,FRA,DF,Chelsea,Premier League,24,2000,11.3,0,2,0,0,0.18,0,0,0,10.4,0,0,0,0.4,0.4,0.2,-0.4,-0.4
801,Yahia Fofana,CIV,GK,Angers,Ligue 1,24,2000,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Youssouf Fofana,FRA,MF,Milan,Serie A,26,1999,18.1,1,24,4,16.7,1.33,0.22,0.04,0.25,26.5,0,0,0,0.8,0.8,0.03,0.2,0.2
803,Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,29,1996,16.1,0,8,1,12.5,0.5,0.06,0,0,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
804,Michael Folorunsho,ITA,"MF,FW",Fiorentina,Serie A,26,1998,2.2,0,3,1,33.3,1.34,0.45,0,0,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
805,Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26,1998,0.4,0,1,0,0,2.57,0,0,0,9.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
806,Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,27,1998,2.2,0,1,0,0,0.45,0,0,0,27,0,0,0,0,0,0.02,0,0
807,Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20,2004,2.6,0,2,0,0,0.76,0,0,0,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
808,Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28,1996,11.6,1,16,3,18.8,1.38,0.26,0.06,0.33,23.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4
809,Omari Forson,ENG,"MF,FW",Monza,Serie A,20,2004,0.8,0,1,0,0,1.25,0,0,0,29.2,0,0,0,0,0,0.03,0,0
810,Fraser Forster,ENG,GK,Tottenham,Premier League,36,1988,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Héctor Fort,ESP,DF,Barcelona,La Liga,18,2006,3.3,0,2,0,0,0.61,0,0,0,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
812,Dimitri Foulquier,FRA,DF,Valencia,La Liga,31,1993,14,0,10,2,20,0.71,0.14,0,0,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
813,Juan Foyth,ARG,DF,Villarreal,La Liga,27,1998,2,0,1,1,100,0.49,0.49,0,0,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
814,Alejandro Francés,ESP,DF,Girona,La Liga,22,2002,6.9,0,5,0,0,0.73,0,0,0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
815,Przemysław Frankowski,POL,DF,Lens,Ligue 1,29,1995,15.4,4,14,5,35.7,0.91,0.32,0.14,0.4,21.9,1,2,2,2.3,0.7,0.05,1.7,1.3
816,Enric Franquesa,ESP,"DF,FW",Leganés,La Liga,27,1997,6.8,1,3,1,33.3,0.44,0.15,0.33,1,16.8,0,0,0,0.3,0.3,0.1,0.7,0.7
817,Ryan Fraser,SCO,"FW,DF",Southampton,Premier League,30,1994,3.4,0,1,1,100,0.29,0.29,0,0,31.6,0,0,0,0,0,0.03,0,0
818,Davide Frattesi,ITA,MF,Inter,Serie A,25,1999,8,4,16,5,31.3,2.01,0.63,0.25,0.8,13.6,0,0,0,2.2,2.2,0.14,1.8,1.8
819,Morten Frendrup,DEN,MF,Genoa,Serie A,23,2001,20.5,2,16,6,37.5,0.78,0.29,0.13,0.33,21.2,0,0,0,1,1,0.06,1,1
820,Martin Frese,DEN,DF,Hellas Verona,Serie A,27,1998,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Remo Freuler,SUI,MF,Bologna,Serie A,32,1992,20.7,0,6,2,33.3,0.29,0.1,0,0,24,0,0,0,0.6,0.6,0.11,-0.6,-0.6
822,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,26,1998,15.9,0,1,1,100,0.06,0.06,0,0,5.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1
823,Marvin Friedrich,GER,DF,Gladbach,Bundesliga,29,1995,7.8,0,7,2,28.6,0.9,0.26,0,0,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
824,Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,24,2000,14.5,2,17,10,58.8,1.18,0.69,0.12,0.2,14,0,0,0,2.1,2.1,0.12,-0.1,-0.1
825,Jorge de Frutos,ESP,"MF,FW",Rayo Vallecano,La Liga,27,1997,17.2,4,35,9,25.7,2.04,0.52,0.11,0.44,16.2,0,0,0,4,4,0.11,0,0
826,Darío Fuentes,ESP,DF,Sevilla,La Liga,22,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,27,1998,11.3,1,16,6,37.5,1.42,0.53,0.06,0.17,18.8,2,0,0,0.9,0.9,0.05,0.1,0.1
828,Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,20,2004,0.3,1,1,1,100,3.46,3.46,1,1,20.5,0,0,0,0.3,0.3,0.35,0.7,0.7
829,Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,28,1996,9.3,1,21,6,28.6,2.26,0.65,0.05,0.17,18.3,2,0,0,2,2,0.09,-1,-1
830,Niclas Füllkrug,GER,FW,West Ham,Premier League,31,1993,4.1,2,8,3,37.5,1.95,0.73,0.25,0.67,10.3,0,0,0,1.4,1.4,0.18,0.6,0.6
831,Manuel Fuster,ESP,"MF,FW",Las Palmas,La Liga,27,1997,5.3,1,11,4,36.4,2.08,0.75,0.09,0.25,23,0,0,0,0.4,0.4,0.04,0.6,0.6
832,Matteo Gabbia,ITA,DF,Milan,Serie A,25,1999,12,1,11,3,27.3,0.92,0.25,0.09,0.33,12.1,0,0,0,0.8,0.8,0.07,0.2,0.2
833,Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30,1994,1.2,1,3,1,33.3,2.48,0.83,0.33,1,14.6,0,0,0,0.3,0.3,0.09,0.7,0.7
834,Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,24,2000,8,1,24,4,16.7,3.02,0.5,0.04,0.25,16.4,0,0,0,3.9,3.9,0.16,-2.9,-2.9
835,Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30,1994,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,Cody Gakpo,NED,FW,Liverpool,Premier League,25,1999,13.7,8,41,16,39,2.99,1.17,0.2,0.5,15.2,0,0,0,5.4,5.4,0.13,2.6,2.6
837,Javi Galán,ESP,DF,Atlético Madrid,La Liga,30,1994,9.4,0,3,0,0,0.32,0,0,0,20.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
838,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,31,1993,10.6,0,3,0,0,0.28,0,0,0,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
839,Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,24,2000,10.5,2,11,2,18.2,1.05,0.19,0.18,1,20.2,0,0,0,1.8,1.8,0.16,0.2,0.2
840,Antonino Gallo,ITA,DF,Lecce,Serie A,25,2000,14.8,0,5,1,20,0.34,0.07,0,0,25.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1
841,Gauthier Gallon,FRA,GK,Rennes,Ligue 1,31,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,35,1989,1.4,1,4,1,25,2.77,0.69,0.25,1,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8
843,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,35,1989,18.5,0,19,3,15.8,1.03,0.16,0,0,25,0,0,0,0.8,0.8,0.04,-0.8,-0.8
844,Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,25,1999,2.7,0,7,0,0,2.61,0,0,0,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
845,Aleix García,ESP,"MF,FW",Leverkusen,Bundesliga,27,1997,7.4,1,7,1,14.3,0.94,0.13,0.14,1,21,1,0,0,0.5,0.5,0.08,0.5,0.5
846,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,32,1992,13.7,2,23,4,17.4,1.68,0.29,0.09,0.5,19.2,0,0,0,2.7,2.7,0.12,-0.7,-0.7
847,Eric García,ESP,"MF,DF",Barcelona,La Liga,24,2001,7,0,7,3,42.9,1.01,0.43,0,0,9.4,0,0,0,1,1,0.15,-1,-1
848,Fran Garcia,ESP,DF,Real Madrid,La Liga,25,1999,10.5,0,8,2,25,0.76,0.19,0,0,18.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
849,Joan García,ESP,GK,Espanyol,La Liga,23,2001,21,0,1,1,100,0.05,0.05,0,0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
850,Pablo Garcia,ESP,FW,Betis,La Liga,18,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Rubén García,ESP,"FW,MF",Osasuna,La Liga,31,1993,14,2,14,4,28.6,1,0.29,0.14,0.5,16.3,2,0,0,1.3,1.3,0.1,0.7,0.7
852,Ulisses Garcia,SUI,DF,Marseille,Ligue 1,29,1996,5.5,2,7,2,28.6,1.28,0.37,0.29,1,12.2,0,0,0,1.5,1.5,0.21,0.5,0.5
